8.494037389755249023e-01,6.142051219940185547e-01,-2.221100091934204102e+00,-6.213771104812622070e-01
-4.338380992412567139e-01,-7.697748392820358276e-02,-1.370825767517089844e+00,-3.218419849872589111e-02
-1.110402420163154602e-01,-3.953830897808074951e-01,1.733985900878906250e+00,2.595087885856628418e-01
2.589721679687500000e-01,-1.196682527661323547e-01,2.004414081573486328e+00,1.247309446334838867e-01
1.025492787361145020e+00,3.992934823036193848e-01,-2.028812885284423828e+00,-4.234597086906433105e-01
-2.692240774631500244e-01,-1.475402116775512695e-01,5.833727717399597168e-01,1.469847857952117920e-01
-3.648110926151275635e-01,-2.119847536087036133e-01,8.893164992332458496e-01,2.112512290477752686e-01
7.870473265647888184e-01,3.952292203903198242e-01,-1.750967383384704590e+00,-4.334616661071777344e-01
7.429652810096740723e-01,5.958360433578491211e-01,-1.997299671173095703e+00,-5.163708329200744629e-01
7.506744861602783203e-01,4.284344017505645752e-01,-2.045664548873901367e+00,-4.619894921779632568e-01
4.817350804805755615e-01,4.990364611148834229e-01,-9.947617053985595703e-01,-3.559437990188598633e-01
-4.111614823341369629e-02,4.028882086277008057e-02,8.694544434547424316e-02,-3.397314250469207764e-02
-1.002037882804870605e+00,-9.108117818832397461e-01,1.975869059562683105e+00,6.424379944801330566e-01
6.245135068893432617e-01,3.340758085250854492e-01,-1.258899211883544922e+00,-3.535869419574737549e-01
1.363344192504882812e-01,-1.418380141258239746e-01,2.105637073516845703e+00,9.857127815485000610e-02
-4.286491274833679199e-01,4.112712293863296509e-02,-9.971873164176940918e-01,6.723944097757339478e-02
-6.759780924767255783e-03,-2.899077022448182106e-03,9.159264154732227325e-03,1.570569910109043121e-02
-2.591671235859394073e-02,-1.280672848224639893e-02,4.720565676689147949e-02,1.499565783888101578e-02
-3.887147009372711182e-01,-1.952333152294158936e-01,9.370732307434082031e-01,2.079631835222244263e-01
4.407745003700256348e-01,-3.332933187484741211e-01,1.332798719406127930e+00,3.503128141164779663e-02
3.587894737720489502e-01,-2.818874418735504150e-01,8.992935419082641602e-01,8.480711281299591064e-02
-4.380217790603637695e-01,-2.758698761463165283e-01,9.690610766410827637e-01,2.858522236347198486e-01
-1.861559748649597168e-01,2.985626161098480225e-01,-1.279023051261901855e+00,-1.455265730619430542e-01
-4.557726085186004639e-01,-1.253059506416320801e-01,-7.789142131805419922e-01,-4.701741039752960205e-02
